index,questions,keys,datadic,col_name,assessment,domains,measures
4735,hits slaps head face body area,RBS_07,RBS,"RBS,RBS_07",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4736,hits bangs head body part table floor surface,RBS_08,RBS,"RBS,RBS_08",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4737,hits bangs head body area objects,RBS_09,RBS,"RBS,RBS_09",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4738,bites hand wrist arm lips tongue,RBS_10,RBS,"RBS,RBS_10",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4739,pulls hair skin,RBS_11,RBS,"RBS,RBS_11",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4740,rubs scratches marks arms leg face torso,RBS_12,RBS,"RBS,RBS_12",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4741,eye poking ear poking,RBS_13,RBS,"RBS,RBS_13",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4742,picks skin face hands arms legs torso,RBS_14,RBS,"RBS,RBS_14",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4743,arranges certain objects particular pattern place need things even symmetrical,RBS_15,RBS,"RBS,RBS_15",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4744,must doors opened closed takes items container area,RBS_16,RBS,"RBS,RBS_16",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4745,excessively cleans certain body parts picks lint loose threads,RBS_17,RBS,"RBS,RBS_17",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4746,repeatedly checks doors windows drawers appliances clocks locks etc,RBS_18,RBS,"RBS,RBS_18",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4747,counts items objects counts certain number certain way,RBS_19,RBS,"RBS,RBS_19",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4748,collects hoards hides specific items,RBS_20,RBS,"RBS,RBS_20",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4749,need repeat routine events door chair clothing,RBS_21,RBS,"RBS,RBS_21",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4750,need touch tap rub items surfaces people,RBS_22,RBS,"RBS,RBS_22",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4751,strongly prefers insists eating drinking certain things eats drinks items set order insists meal related items arranged certain way,RBS_23,RBS,"RBS,RBS_23",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4752,insists certain pre bedtime routines arranges items room prior bedtime insists certain items present sleep insists another person present prior,RBS_24,RBS,"RBS,RBS_24",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4753,insists specific order activities tasks related using bathroom washing showering bathing dressing arranges items certain way bathroom insists bathroom items moved insists wearing certain clothing items,RBS_25,RBS,"RBS,RBS_25",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4754,insists taking certain routes paths must sit specific location vehicles insists certain items present travel e g toy material insists seeing touching certain things places travel sign store,RBS_26,RBS,"RBS,RBS_26",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4755,insists certain play activities follows rigid routine play leisure insists certain items present available play leisure insists persons certain things play,RBS_27,RBS,"RBS,RBS_27",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4756,repeats topic social interactions repetitive questioning insists certain topics conversation insists others say certain things respond certain ways interactions,RBS_28,RBS,"RBS,RBS_28",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4757,insists things remain place e g toys supplies furniture pictures etc,RBS_29,RBS,"RBS,RBS_29",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4758,objects visiting new places,RBS_30,RBS,"RBS,RBS_30",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4759,becomes upset interrupted,RBS_31,RBS,"RBS,RBS_31",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4760,insists walking particular pattern e g straight line,RBS_32,RBS,"RBS,RBS_32",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4761,insists sitting place,RBS_33,RBS,"RBS,RBS_33",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4762,dislikes changes appearance behavior people around,RBS_34,RBS,"RBS,RBS_34",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4763,insists using particular door,RBS_35,RBS,"RBS,RBS_35",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4764,likes cd tape record piece music played continually likes movie video part movie video,RBS_36,RBS,"RBS,RBS_36",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4765,resists changing activities difficulty transitions,RBS_37,RBS,"RBS,RBS_37",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4766,insists routine household school work schedule everyday,RBS_38,RBS,"RBS,RBS_38",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4767,insists specific things take place specific times,RBS_39,RBS,"RBS,RBS_39",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4768,fascination preoccupation one subject activity e g trains computers weather dinosaurs,RBS_40,RBS,"RBS,RBS_40",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4769,strongly attached one specific object,RBS_41,RBS,"RBS,RBS_41",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4770,preoccupationg part object rather whole object e g buttons clothes wheels toy cars,RBS_42,RBS,"RBS,RBS_42",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4771,fascination preoccupation movement things move e g fans clocks,RBS_43,RBS,"RBS,RBS_43",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4772,overall lump together behaviors described questionnaire much problem repetitive behaviors person autism well affect people around please rate scale 100 problem bad,RBS_44,RBS,"RBS,RBS_44",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4773,subscale stereotypic behavior,Score_01,RBS,"RBS,Score_01",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4774,subscale ii self injurious behavior,Score_02,RBS,"RBS,Score_02",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4775,subscale iii compulsive behavior,Score_03,RBS,"RBS,Score_03",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4776,subscale iv ritualistic sameness behavior,Score_04,RBS,"RBS,Score_04",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4777,subscale v restricted interests,Score_05,RBS,"RBS,Score_05",Parent Measures,Demographic_Questionnaire_Measures,Repetitive Behavior Scale
4778,enrolled remotely,Remote_Enrollment,RemoteTask,,,,
4779,ksads administered remotely,Remote_KSADS,RemoteTask,,,,
4780,wiat administered remotely,Remote_WIAT,RemoteTask,,,,
4781,ctop administered remotely,Remote_CTOPP,RemoteTask,,,,
4782,towre administered remotely,Remote_TOWRE,RemoteTask,,,,
4783,wisc administered remotely,Remote_WISC,RemoteTask,,,,
4784,able laugh around others example accepting light hearted teasing responding appropriately,SAS_01,SAS,"SAS,SAS_01",Parent Measures,Demographic_Questionnaire_Measures,Social Aptitudes Scale
4785,easy chat even topic specially interests,SAS_02,SAS,"SAS,SAS_02",Parent Measures,Demographic_Questionnaire_Measures,Social Aptitudes Scale
4787,finds right thing say order defuse tense embarrassing situation,SAS_04,SAS,"SAS,SAS_04",Parent Measures,Demographic_Questionnaire_Measures,Social Aptitudes Scale
4788,graceful win get way good loser,SAS_05,SAS,"SAS,SAS_05",Parent Measures,Demographic_Questionnaire_Measures,Social Aptitudes Scale
4789,people feel ease around,SAS_06,SAS,"SAS,SAS_06",Parent Measures,Demographic_Questionnaire_Measures,Social Aptitudes Scale
4790,reading lines people say work really thinking feeling,SAS_07,SAS,"SAS,SAS_07",Parent Measures,Demographic_Questionnaire_Measures,Social Aptitudes Scale
4791,something wrong able say sorry sort hard feelings,SAS_08,SAS,"SAS,SAS_08",Parent Measures,Demographic_Questionnaire_Measures,Social Aptitudes Scale
4792,take lead without others feeling bossed,SAS_09,SAS,"SAS,SAS_09",Parent Measures,Demographic_Questionnaire_Measures,Social Aptitudes Scale
4793,aware appropriate different social situations,SAS_10,SAS,"SAS,SAS_10",Parent Measures,Demographic_Questionnaire_Measures,Social Aptitudes Scale
4794,feels frightened hard breathe,SCARED_P_01,SCARED_P,"SCARED_P,SCARED_P_01",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4795,gets headaches school,SCARED_P_02,SCARED_P,"SCARED_P,SCARED_P_02",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4796,like people k,SCARED_P_03,SCARED_P,"SCARED_P,SCARED_P_03",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4797,gets scared sleeps away home,SCARED_P_04,SCARED_P,"SCARED_P,SCARED_P_04",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4798,worries people liking,SCARED_P_05,SCARED_P,"SCARED_P,SCARED_P_05",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4799,gets frightened fells like passing,SCARED_P_06,SCARED_P,"SCARED_P,SCARED_P_06",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4801,follows wherever go,SCARED_P_08,SCARED_P,"SCARED_P,SCARED_P_08",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4802,people tell looks nervous,SCARED_P_09,SCARED_P,"SCARED_P,SCARED_P_09",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4803,feels nervous people k,SCARED_P_10,SCARED_P,"SCARED_P,SCARED_P_10",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4804,gets stomachaches school,SCARED_P_11,SCARED_P,"SCARED_P,SCARED_P_11",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4805,gets frightened feels like going crazy,SCARED_P_12,SCARED_P,"SCARED_P,SCARED_P_12",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4806,worries sleeping alone,SCARED_P_13,SCARED_P,"SCARED_P,SCARED_P_13",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4807,worries good kids,SCARED_P_14,SCARED_P,"SCARED_P,SCARED_P_14",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4808,gets frightened feels like things real,SCARED_P_15,SCARED_P,"SCARED_P,SCARED_P_15",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4809,nightmares something bad happening parents,SCARED_P_16,SCARED_P,"SCARED_P,SCARED_P_16",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4810,worries going school,SCARED_P_17,SCARED_P,"SCARED_P,SCARED_P_17",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4811,gets frightened heart beats fast,SCARED_P_18,SCARED_P,"SCARED_P,SCARED_P_18",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4812,gets shaky,SCARED_P_19,SCARED_P,"SCARED_P,SCARED_P_19",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4813,nightmares something bad happening,SCARED_P_20,SCARED_P,"SCARED_P,SCARED_P_20",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4814,worries things working,SCARED_P_21,SCARED_P,"SCARED_P,SCARED_P_21",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4815,gets frightened sweats lot,SCARED_P_22,SCARED_P,"SCARED_P,SCARED_P_22",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4816,worrier,SCARED_P_23,SCARED_P,"SCARED_P,SCARED_P_23",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4817,gets really frightened reason,SCARED_P_24,SCARED_P,"SCARED_P,SCARED_P_24",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4818,afraid alone house,SCARED_P_25,SCARED_P,"SCARED_P,SCARED_P_25",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4819,hard talk people know well,SCARED_P_26,SCARED_P,"SCARED_P,SCARED_P_26",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4820,gets frightened feels like choking,SCARED_P_27,SCARED_P,"SCARED_P,SCARED_P_27",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4821,people tell worries much,SCARED_P_28,SCARED_P,"SCARED_P,SCARED_P_28",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4822,like away family,SCARED_P_29,SCARED_P,"SCARED_P,SCARED_P_29",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4823,afraid anxiety panic attacks,SCARED_P_30,SCARED_P,"SCARED_P,SCARED_P_30",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4824,worries something bad happen parents,SCARED_P_31,SCARED_P,"SCARED_P,SCARED_P_31",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4825,feels shy people know well,SCARED_P_32,SCARED_P,"SCARED_P,SCARED_P_32",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4826,worries going happen future,SCARED_P_33,SCARED_P,"SCARED_P,SCARED_P_33",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4827,gets frightened feels like throwing,SCARED_P_34,SCARED_P,"SCARED_P,SCARED_P_34",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4828,worries well things,SCARED_P_35,SCARED_P,"SCARED_P,SCARED_P_35",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4829,scared go school,SCARED_P_36,SCARED_P,"SCARED_P,SCARED_P_36",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4830,worries things already happened,SCARED_P_37,SCARED_P,"SCARED_P,SCARED_P_37",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4831,gets frightened feels dizzy,SCARED_P_38,SCARED_P,"SCARED_P,SCARED_P_38",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4832,feels nervous children adults something watch example read aloud speak play agame play sport,SCARED_P_39,SCARED_P,"SCARED_P,SCARED_P_39",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4833,feels nervous going parties dances place people k,SCARED_P_40,SCARED_P,"SCARED_P,SCARED_P_40",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4834,shy,SCARED_P_41,SCARED_P,"SCARED_P,SCARED_P_41",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4835,generalized anxiety disorder,SCARED_P_GD,SCARED_P,"SCARED_P,SCARED_P_GD",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4836,panic disorder,SCARED_P_PN,SCARED_P,"SCARED_P,SCARED_P_PN",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4837,social anxiety disorder,SCARED_P_SC,SCARED_P,"SCARED_P,SCARED_P_SC",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4838,significant school avoidance,SCARED_P_SH,SCARED_P,"SCARED_P,SCARED_P_SH",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4839,separation anxiety soc,SCARED_P_SP,SCARED_P,"SCARED_P,SCARED_P_SP",Parent Measures,Demographic_Questionnaire_Measures,Screen for Child Anxiety Related Disorders - Parent report
4842,get heacaches school,SCARED_SR_02,SCARED_SR,"SCARED_SR,SCARED_SR_02",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Screen for Child Anxiety Related Disorders - Self-report
4843,like people,SCARED_SR_03,SCARED_SR,"SCARED_SR,SCARED_SR_03",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Screen for Child Anxiety Related Disorders - Self-report
4844,get scared sleep away home,SCARED_SR_04,SCARED_SR,"SCARED_SR,SCARED_SR_04",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Screen for Child Anxiety Related Disorders - Self-report
4846,get frightened feel like passing,SCARED_SR_06,SCARED_SR,"SCARED_SR,SCARED_SR_06",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Screen for Child Anxiety Related Disorders - Self-report
4848,follow mother father wherever go,SCARED_SR_08,SCARED_SR,"SCARED_SR,SCARED_SR_08",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Screen for Child Anxiety Related Disorders - Self-report
4850,feel nervous people kn,SCARED_SR_10,SCARED_SR,"SCARED_SR,SCARED_SR_10",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Screen for Child Anxiety Related Disorders - Self-report
4861,worry things working,SCARED_SR_21,SCARED_SR,"SCARED_SR,SCARED_SR_21",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Screen for Child Anxiety Related Disorders - Self-report
4864,get really frieghtened reason,SCARED_SR_24,SCARED_SR,"SCARED_SR,SCARED_SR_24",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Screen for Child Anxiety Related Disorders - Self-report
4866,hard talk people kn,SCARED_SR_26,SCARED_SR,"SCARED_SR,SCARED_SR_26",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Screen for Child Anxiety Related Disorders - Self-report
4868,people tell worry much,SCARED_SR_28,SCARED_SR,"SCARED_SR,SCARED_SR_28",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Screen for Child Anxiety Related Disorders - Self-report
4869,like away,SCARED_SR_29,SCARED_SR,"SCARED_SR,SCARED_SR_29",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Screen for Child Anxiety Related Disorders - Self-report
4871,worry somehting bad might happen parents,SCARED_SR_31,SCARED_SR,"SCARED_SR,SCARED_SR_31",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Screen for Child Anxiety Related Disorders - Self-report
4872,feel shy people kn,SCARED_SR_32,SCARED_SR,"SCARED_SR,SCARED_SR_32",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Screen for Child Anxiety Related Disorders - Self-report
4873,worry going happen future,SCARED_SR_33,SCARED_SR,"SCARED_SR,SCARED_SR_33",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Screen for Child Anxiety Related Disorders - Self-report
4875,worry well things,SCARED_SR_35,SCARED_SR,"SCARED_SR,SCARED_SR_35",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Screen for Child Anxiety Related Disorders - Self-report
4886,separation anxiety,SCARED_SR_SP,SCARED_SR,"SCARED_SR,SCARED_SR_SP",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Screen for Child Anxiety Related Disorders - Self-report
4888,able talk using short phrases sentences skip question 8,SCQ_01,SCQ,"SCQ,SCQ_01",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4889,fro conversation involves taking turns building said,SCQ_02,SCQ,"SCQ,SCQ_02",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4890,ever use odd phrases say thing almost exactly way either phrases hears people use ones makes,SCQ_03,SCQ,"SCQ,SCQ_03",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4891,ever use socially inappropriate questions statements example ever regularly ask personal questions make personal comments awkward times,SCQ_04,SCQ,"SCQ,SCQ_04",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4892,ever get pronouns mixed e g saying,SCQ_05,SCQ,"SCQ,SCQ_05",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4893,ever use words seems invented made put things odd indirect ways use metaphorical ways saying things e g saying hot rain steam,SCQ_06,SCQ,"SCQ,SCQ_06",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4894,ever say thing,SCQ_07,SCQ,"SCQ,SCQ_07",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4895,ever things seems particular way order rituals insists go though,SCQ_08,SCQ,"SCQ,SCQ_08",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4896,facial expression usually seem appropriate particular situation far tell,SCQ_09,SCQ,"SCQ,SCQ_09",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4897,ever use hand like tool part body e g pointing finder putting hand doorknob get open door,SCQ_10,SCQ,"SCQ,SCQ_10",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4898,ever interests preoccupy might seem people e g traffic lights drainpipes timetables,SCQ_11,SCQ,"SCQ,SCQ_11",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4899,ever seem interested parts toy object e g spinning wheels car rather using object intended,SCQ_12,SCQ,"SCQ,SCQ_12",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4900,ever special interests unusual intensity otherwise appropriate age peer group e g trains dinosaurs,SCQ_13,SCQ,"SCQ,SCQ_13",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4901,ever seem unusually interested sight feel sound taske smell things people,SCQ_14,SCQ,"SCQ,SCQ_14",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4902,ever mannerisms odd ways moving hands fingers flapping moving fingers front eyes,SCQ_15,SCQ,"SCQ,SCQ_15",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4903,ever complicated movements whole body spinning repeatedly bouncing,SCQ_16,SCQ,"SCQ,SCQ_16",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4904,ever injure deliberately biting arm banging head,SCQ_17,SCQ,"SCQ,SCQ_17",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4905,ever objects soft toy comfort blanket carry around,SCQ_18,SCQ,"SCQ,SCQ_18",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4906,particular friends best friend,SCQ_19,SCQ,"SCQ,SCQ_19",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4907,ever talk friendly rather get something,SCQ_20,SCQ,"SCQ,SCQ_20",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4908,ever spontaneously copy people vacuuming gardening mending things,SCQ_21,SCQ,"SCQ,SCQ_21",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4909,ever spontaneously point things around show things wants,SCQ_22,SCQ,"SCQ,SCQ_22",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4910,ever use gestures pointing pulling hand let know wants,SCQ_23,SCQ,"SCQ,SCQ_23",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4911,nod head indicate yes,SCQ_24,SCQ,"SCQ,SCQ_24",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4912,shake head indicate,SCQ_25,SCQ,"SCQ,SCQ_25",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4913,usually look directly face things talking,SCQ_26,SCQ,"SCQ,SCQ_26",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4914,smile back someone smiles,SCQ_27,SCQ,"SCQ,SCQ_27",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4915,ever show things interest engage attention,SCQ_28,SCQ,"SCQ,SCQ_28",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4916,ever offer share things food,SCQ_29,SCQ,"SCQ,SCQ_29",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4917,ever seem want join enjoyment something,SCQ_30,SCQ,"SCQ,SCQ_30",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4918,ever try comfort sad hurt,SCQ_31,SCQ,"SCQ,SCQ_31",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4919,wants something wants help look use gestures sounds words get attention,SCQ_32,SCQ,"SCQ,SCQ_32",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4920,show normal facial expressions,SCQ_33,SCQ,"SCQ,SCQ_33",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4921,ever spontaenously join try copy actions social games mulberry bush london bridge falling,SCQ_34,SCQ,"SCQ,SCQ_34",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4922,play pretend make believe games,SCQ_35,SCQ,"SCQ,SCQ_35",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4923,seem interested children approximately age know,SCQ_36,SCQ,"SCQ,SCQ_36",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4924,respond positively another approaches,SCQ_37,SCQ,"SCQ,SCQ_37",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4925,come room start talkking without calling name usually look pay attention,SCQ_38,SCQ,"SCQ,SCQ_38",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4926,ever play imaginative games another way tell understands pretending,SCQ_39,SCQ,"SCQ,SCQ_39",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4927,play cooperatively games need form joining group children hide seek ball games,SCQ_40,SCQ,"SCQ,SCQ_40",Parent Measures,Demographic_Questionnaire_Measures,Social Communication Questionnaire
4929,considerate people feelings,SDQ_01,SDQ,"SDQ,SDQ_01",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4930,restless overactive cannot stay still long,SDQ_02,SDQ,"SDQ,SDQ_02",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4931,often complains headaches stomach aches sickness,SDQ_03,SDQ,"SDQ,SDQ_03",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4932,shares readily children example toys treats pencils shares readily youth example cd game,SDQ_04,SDQ,"SDQ,SDQ_04",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4934,rather solitary prefers play alone would rather alone youth,SDQ_06,SDQ,"SDQ,SDQ_06",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4935,generally well behaved usually adults request,SDQ_07,SDQ,"SDQ,SDQ_07",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4936,many worries often seems worried,SDQ_08,SDQ,"SDQ,SDQ_08",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
